IUCN,IUCN Category,SPEC,Species,COU,Country,Value
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,BRA,Brazil,101.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,BRA,Brazil,101.0
VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,BRA,Brazil,55.0
VULNERABLE,Number of vulnerable species,BIRD,Birds,BRA,Brazil,120.0
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,BRA,Brazil,20.0
VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,BRA,Brazil,11.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,BRA,Brazil,148.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,BRA,Brazil,50.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,BRA,Brazil,98.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,BRA,Brazil,94.0
THREATENED,Total number of threatened species,MAMMAL,Mammals,BRA,Brazil,110.0
THREATENED,Total number of threatened species,BIRD,Birds,BRA,Brazil,234.0
THREATENED,Total number of threatened species,REPTILE,Reptiles,BRA,Brazil,80.0
THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,BRA,Brazil,38.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,BRA,Brazil,409.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,BRA,Brazil,98.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,BRA,Brazil,311.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,BRA,Brazil,299.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,AUS,Australia,2020.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,AUS,Australia,3880.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,AUS,Australia,114940.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,AUS,Australia,27.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,AUS,Australia,30.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,AUS,Australia,1.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,AUS,Australia,14.0
THREATENED,Total number of threatened species,MOSS,Mosses,AUS,Australia,1.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,AUS,Australia,71.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,AUS,Australia,0.05
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,AUS,Australia,0.062
TOT_KNOWN,Total number of known species,MOSS,Mosses,BEL,Belgium,521.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,BEL,Belgium,838.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,BEL,Belgium,5238.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,BEL,Belgium,201.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,BEL,Belgium,135.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,BEL,Belgium,230.0
THREATENED,Total number of threatened species,MOSS,Mosses,BEL,Belgium,140.0
THREATENED,Total number of threatened species,LICHEN,Lichens,BEL,Belgium,495.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,BEL,Belgium,566.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,BEL,Belgium,26.871
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,BEL,Belgium,59.069
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,BEL,Belgium,10.806
TOT_KNOWN,Total number of known species,MOSS,Mosses,CZE,Czech Republic,886.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,CZE,Czech Republic,1526.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CZE,Czech Republic,32000.0
ENDANGERED,Number of endangered species,MOSS,Mosses,CZE,Czech Republic,78.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,CZE,Czech Republic,186.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,CZE,Czech Republic,1091.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,CZE,Czech Republic,70.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,CZE,Czech Republic,136.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,CZE,Czech Republic,961.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,CZE,Czech Republic,76.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,CZE,Czech Republic,247.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,CZE,Czech Republic,1261.0
THREATENED,Total number of threatened species,MOSS,Mosses,CZE,Czech Republic,224.0
THREATENED,Total number of threatened species,LICHEN,Lichens,CZE,Czech Republic,569.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,CZE,Czech Republic,3313.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,CZE,Czech Republic,25.282
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,CZE,Czech Republic,37.287
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,CZE,Czech Republic,10.353
TOT_KNOWN,Total number of known species,LICHEN,Lichens,DNK,Denmark,1002.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,DNK,Denmark,4270.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,DNK,Denmark,50.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,DNK,Denmark,179.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,DNK,Denmark,84.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,DNK,Denmark,104.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,DNK,Denmark,87.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,DNK,Denmark,319.0
THREATENED,Total number of threatened species,LICHEN,Lichens,DNK,Denmark,221.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,DNK,Denmark,602.0
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,DNK,Denmark,22.056
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,DNK,Denmark,14.098
TOT_KNOWN,Total number of known species,MOSS,Mosses,IRL,Ireland,596.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,IRL,Ireland,1230.0
ENDANGERED,Number of endangered species,MOSS,Mosses,IRL,Ireland,30.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,IRL,Ireland,51.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,IRL,Ireland,19.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,IRL,Ireland,28.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,IRL,Ireland,64.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,IRL,Ireland,100.0
THREATENED,Total number of threatened species,MOSS,Mosses,IRL,Ireland,113.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,IRL,Ireland,179.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,IRL,Ireland,18.96
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,IRL,Ireland,14.553
TOT_KNOWN,Total number of known species,MOSS,Mosses,JPN,Japan,1800.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,JPN,Japan,1600.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,JPN,Japan,5300.0
ENDANGERED,Number of endangered species,MOSS,Mosses,JPN,Japan,138.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,JPN,Japan,41.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,JPN,Japan,2.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,JPN,Japan,103.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,JPN,Japan,20.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,JPN,Japan,43.0
THREATENED,Total number of threatened species,MOSS,Mosses,JPN,Japan,240.0
THREATENED,Total number of threatened species,LICHEN,Lichens,JPN,Japan,63.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,JPN,Japan,65.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,JPN,Japan,13.333
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,JPN,Japan,3.938
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,JPN,Japan,1.226
TOT_KNOWN,Total number of known species,MOSS,Mosses,KOR,Korea,1051.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,KOR,Korea,1133.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,ESP,Spain,885.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,ESP,Spain,466.0
ENDANGERED,Number of endangered species,MOSS,Mosses,ESP,Spain,10.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,ESP,Spain,54.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,ESP,Spain,13.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,ESP,Spain,20.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,ESP,Spain,22.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,ESP,Spain,164.0
THREATENED,Total number of threatened species,MOSS,Mosses,ESP,Spain,45.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,ESP,Spain,238.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,ESP,Spain,5.085
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,SWE,Sweden,97.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SWE,Sweden,42.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,SWE,Sweden,5.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SWE,Sweden,1.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,SWE,Sweden,6.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,SWE,Sweden,6.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SWE,Sweden,1.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,SWE,Sweden,17.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SWE,Sweden,3.0
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,SWE,Sweden,17.526
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,SWE,Sweden,7.143
THREATENED,Total number of threatened species,MOSS,Mosses,GBR,United Kingdom,108.0
TOT_KNOWN,Total number of known species,MAMMAL,Mammals,CRI,Costa Rica,241.0
TOT_KNOWN,Total number of known species,BIRD,Birds,CRI,Costa Rica,890.0
TOT_KNOWN,Total number of known species,REPTILE,Reptiles,CRI,Costa Rica,196.0
TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,CRI,Costa Rica,191.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,1943.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CRI,Costa Rica,447.0
ENDANGERED,Number of endangered species,MAMMAL,Mammals,CRI,Costa Rica,7.0
ENDANGERED,Number of endangered species,BIRD,Birds,CRI,Costa Rica,9.0
ENDANGERED,Number of endangered species,REPTILE,Reptiles,CRI,Costa Rica,5.0
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,CRI,Costa Rica,22.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,58.0
CRITICAL,Number of critically endangered species,BIRD,Birds,CRI,Costa Rica,2.0
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,CRI,Costa Rica,3.0
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CRI,Costa Rica,23.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,10.0
VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,CRI,Costa Rica,13.0
VULNERABLE,Number of vulnerable species,BIRD,Birds,CRI,Costa Rica,19.0
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,CRI,Costa Rica,5.0
VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,CRI,Costa Rica,15.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,90.0
THREATENED,Total number of threatened species,MAMMAL,Mammals,CRI,Costa Rica,21.0
THREATENED,Total number of threatened species,BIRD,Birds,CRI,Costa Rica,30.0
THREATENED,Total number of threatened species,REPTILE,Reptiles,CRI,Costa Rica,13.0
THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,CRI,Costa Rica,60.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,158.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,CRI,Costa Rica,8.714
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,CRI,Costa Rica,3.371
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,CRI,Costa Rica,6.633
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,CRI,Costa Rica,31.414
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,CRI,Costa Rica,8.132
TOT_KNOWN,Total number of known species,MOSS,Mosses,LVA,Latvia,560.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,LVA,Latvia,687.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LVA,Latvia,17100.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,LVA,Latvia,10.893
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,LVA,Latvia,3.493
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,LVA,Latvia,0.462
TOT_KNOWN,Total number of known species,MAMMAL,Mammals,LTU,Lithuania,68.0
TOT_KNOWN,Total number of known species,BIRD,Birds,LTU,Lithuania,389.0
TOT_KNOWN,Total number of known species,REPTILE,Reptiles,LTU,Lithuania,7.0
TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,LTU,Lithuania,13.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,1334.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,LTU,Lithuania,105.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,LTU,Lithuania,51.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,LTU,Lithuania,54.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,LTU,Lithuania,470.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,LTU,Lithuania,250.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LTU,Lithuania,25000.0
ENDANGERED,Number of endangered species,MAMMAL,Mammals,LTU,Lithuania,3.0
ENDANGERED,Number of endangered species,BIRD,Birds,LTU,Lithuania,17.0
ENDANGERED,Number of endangered species,REPTILE,Reptiles,LTU,Lithuania,1.0
ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,LTU,Lithuania,1.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,66.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,LTU,Lithuania,0.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,LTU,Lithuania,0.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,LTU,Lithuania,0.0
ENDANGERED,Number of endangered species,MOSS,Mosses,LTU,Lithuania,13.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,LTU,Lithuania,16.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,LTU,Lithuania,54.0
VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,LTU,Lithuania,4.0
VULNERABLE,Number of vulnerable species,BIRD,Birds,LTU,Lithuania,20.0
VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,LTU,Lithuania,1.0
VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,LTU,Lithuania,3.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,41.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,LTU,Lithuania,2.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,LTU,Lithuania,0.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,LTU,Lithuania,2.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,LTU,Lithuania,26.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,LTU,Lithuania,3.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,LTU,Lithuania,22.0
THREATENED,Total number of threatened species,MAMMAL,Mammals,LTU,Lithuania,7.0
THREATENED,Total number of threatened species,BIRD,Birds,LTU,Lithuania,56.0
THREATENED,Total number of threatened species,REPTILE,Reptiles,LTU,Lithuania,2.0
THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,LTU,Lithuania,4.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,130.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,LTU,Lithuania,5.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,LTU,Lithuania,1.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,LTU,Lithuania,4.0
THREATENED,Total number of threatened species,MOSS,Mosses,LTU,Lithuania,48.0
THREATENED,Total number of threatened species,LICHEN,Lichens,LTU,Lithuania,43.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,LTU,Lithuania,89.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,LTU,Lithuania,10.294
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,LTU,Lithuania,14.396
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,LTU,Lithuania,28.571
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,9.745
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,LTU,Lithuania,4.762
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,LTU,Lithuania,1.961
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,LTU,Lithuania,10.213
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,LTU,Lithuania,17.2
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,LTU,Lithuania,0.356
TOT_KNOWN,Total number of known species,MOSS,Mosses,AUT,Austria,1016.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,AUT,Austria,2100.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,AUT,Austria,53464.0
ENDANGERED,Number of endangered species,MOSS,Mosses,AUT,Austria,69.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,AUT,Austria,135.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,AUT,Austria,310.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,AUT,Austria,34.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,AUT,Austria,57.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,AUT,Austria,302.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,AUT,Austria,135.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,AUT,Austria,251.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,AUT,Austria,356.0
THREATENED,Total number of threatened species,MOSS,Mosses,AUT,Austria,238.0
THREATENED,Total number of threatened species,LICHEN,Lichens,AUT,Austria,443.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,AUT,Austria,968.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,AUT,Austria,23.425
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,AUT,Austria,21.095
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,AUT,Austria,1.811
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,FRA,France,1060.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,FRA,France,11.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,FRA,France,22.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,FRA,France,51.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,FRA,France,7.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,FRA,France,18.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,FRA,France,8.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,FRA,France,179.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,FRA,France,26.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,FRA,France,219.0
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,FRA,France,8.45
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,FRA,France,15.951
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,FRA,France,20.66
TOT_KNOWN,Total number of known species,MOSS,Mosses,ITA,Italy,1209.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,ITA,Italy,2704.0
THREATENED,Total number of threatened species,MOSS,Mosses,ITA,Italy,237.0
THREATENED,Total number of threatened species,LICHEN,Lichens,ITA,Italy,153.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,ITA,Italy,19.603
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,ITA,Italy,5.658
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,TUR,Türkiye,20636.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,CAN,Canada,2677.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,CAN,Canada,75.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,CAN,Canada,127.0
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,CAN,Canada,12.253
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,115.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,IRL,Ireland,5.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,IRL,Ireland,6.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,IRL,Ireland,6.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,IRL,Ireland,17.0
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,IRL,Ireland,4.521
TOT_KNOWN,Total number of known species,LICHEN,Lichens,TUR,Türkiye,1000.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,TUR,Türkiye,89.0
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,TUR,Türkiye,0.431
TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,BRA,Brazil,877.0
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,BRA,Brazil,4.333
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,CAN,Canada,31471.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,CAN,Canada,477.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,CAN,Canada,287.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,CAN,Canada,1553.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,CAN,Canada,2317.0
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,CAN,Canada,7.362
TOT_KNOWN,Total number of known species,MOSS,Mosses,HUN,Hungary,659.0
TOT_KNOWN,Total number of known species,LICHEN,Lichens,HUN,Hungary,715.0
TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,HUN,Hungary,87.0
ENDANGERED,Number of endangered species,MOSS,Mosses,HUN,Hungary,90.0
ENDANGERED,Number of endangered species,LICHEN,Lichens,HUN,Hungary,44.0
ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,HUN,Hungary,7.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,HUN,Hungary,20.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,HUN,Hungary,24.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,HUN,Hungary,9.0
VULNERABLE,Number of vulnerable species,MOSS,Mosses,HUN,Hungary,63.0
VULNERABLE,Number of vulnerable species,LICHEN,Lichens,HUN,Hungary,45.0
VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,HUN,Hungary,8.0
THREATENED,Total number of threatened species,MOSS,Mosses,HUN,Hungary,173.0
THREATENED,Total number of threatened species,LICHEN,Lichens,HUN,Hungary,113.0
THREATENED,Total number of threatened species,INVERTEB,Invertebrates,HUN,Hungary,24.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,HUN,Hungary,26.252
THREAT_PERCENT,Threatened species as % of known species,LICHEN,Lichens,HUN,Hungary,15.804
THREAT_PERCENT,Threatened species as % of known species,INVERTEB,Invertebrates,HUN,Hungary,27.586
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,JPN,Japan,4300.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,JPN,Japan,3900.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,JPN,Japan,60.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,JPN,Japan,6.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,JPN,Japan,79.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,JPN,Japan,8.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,JPN,Japan,46.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,JPN,Japan,2.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,JPN,Japan,185.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,JPN,Japan,16.0
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,JPN,Japan,4.302
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,JPN,Japan,0.41
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,LUX,Luxembourg,7.0
TOT_KNOWN,Total number of known species,MOSS,Mosses,GBR,United Kingdom,805.0
THREAT_PERCENT,Threatened species as % of known species,MOSS,Mosses,GBR,United Kingdom,13.416
CRITICAL,Number of critically endangered species,BIRD,Birds,LTU,Lithuania,19.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,LTU,Lithuania,23.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,LTU,Lithuania,3.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,LTU,Lithuania,1.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,LTU,Lithuania,2.0
CRITICAL,Number of critically endangered species,MOSS,Mosses,LTU,Lithuania,9.0
CRITICAL,Number of critically endangered species,LICHEN,Lichens,LTU,Lithuania,24.0
CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,LTU,Lithuania,13.0
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,LTU,Lithuania,30.769
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,LTU,Lithuania,7.407
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,AUS,Australia,5058.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,AUS,Australia,315.0
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,AUS,Australia,0.297
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,AUS,Australia,12.063
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,ESP,Spain,1062.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,ESP,Spain,1.0
